19408000000,0.00151,0.00801,-0.00080,0.99999,0.00049,0.00366,-0.00036,-0.02958,-0.02281,-0.02724,
19509000000,-0.01679,-0.00727,-0.01787,0.99999,0.00050,0.00363,-0.00038,-0.03200,-0.02865,-0.03021,
19609000000,-0.03311,-0.02261,-0.03337,0.99999,0.00050,0.00361,-0.00040,-0.03422,-0.03355,-0.03268,
19708000000,-0.04693,-0.03657,-0.04660,0.99999,0.00051,0.00360,-0.00042,-0.03612,-0.03750,-0.03465,
19808000000,-0.05777,-0.04803,-0.05700,0.99999,0.00051,0.00359,-0.00043,-0.03761,-0.04047,-0.03612,
19908000000,-0.06516,-0.05607,-0.06410,0.99999,0.00051,0.00358,-0.00043,-0.03864,-0.04244,-0.03709,
20008000000,-0.06905,-0.06037,-0.06784,0.99999,0.00052,0.00358,-0.00044,-0.03918,-0.04346,-0.03759,
20109000000,-0.11088,-0.10866,-0.10768,0.99999,0.00053,0.00354,-0.00048,-0.04497,-0.05371,-0.04257,
20209000000,-0.15365,-0.16081,-0.14769,0.99999,0.00054,0.00350,-0.00051,-0.05082,-0.06309,-0.04704,
20308000000,-0.19621,-0.21420,-0.18657,0.99999,0.00054,0.00347,-0.00054,-0.05653,-0.07156,-0.05101,
20408000000,-0.23732,-0.26648,-0.22318,0.99999,0.00055,0.00344,-0.00057,-0.06193,-0.07909,-0.05449,
20509000000,-0.27557,-0.31539,-0.25643,0.99999,0.00056,0.00342,-0.00059,-0.06685,-0.08560,-0.05746,
20608000000,-0.30958,-0.35894,-0.28537,0.99999,0.00056,0.00340,-0.00061,-0.07113,-0.09107,-0.05993,
20708000000,-0.33831,-0.39569,-0.30937,0.99999,0.00057,0.00338,-0.00062,-0.07469,-0.09547,-0.06191,
20808000000,-0.36067,-0.42425,-0.32779,0.99999,0.00057,0.00337,-0.00064,-0.07743,-0.09878,-0.06338,
20909000000,-0.37587,-0.44362,-0.34018,0.99999,0.00057,0.00337,-0.00064,-0.07927,-0.10098,-0.06435,
21008000000,-0.38376,-0.45368,-0.34657,0.99999,0.00057,0.00336,-0.00065,-0.08022,-0.10210,-0.06485,
21108000000,-0.46846,-0.56082,-0.41351,0.99999,0.00059,0.00332,-0.00068,-0.09019,-0.11348,-0.06983,
21208000000,-0.55338,-0.66692,-0.47794,0.99999,0.00060,0.00329,-0.00072,-0.09981,-0.12389,-0.07431,
21309000000,-0.63623,-0.76901,-0.53853,0.99999,0.00060,0.00326,-0.00075,-0.10886,-0.13328,-0.07829,
21409000000,-0.71455,-0.86425,-0.59399,0.99999,0.00061,0.00323,-0.00078,-0.11717,-0.14158,-0.08177,
21508000000,-0.78622,-0.95033,-0.64336,0.99999,0.00062,0.00321,-0.00080,-0.12457,-0.14876,-0.08474,
21608000000,-0.84933,-1.02531,-0.68584,0.99999,0.00062,0.00319,-0.00082,-0.13094,-0.15480,-0.08722,
21708000000,-0.90195,-1.08726,-0.72059,0.99999,0.00063,0.00317,-0.00083,-0.13616,-0.15965,-0.08920,
21808000000,-0.94257,-1.13473,-0.74703,0.99999,0.00063,0.00316,-0.00084,-0.14013,-0.16329,-0.09067,
21909000000,-0.97001,-1.16665,-0.76472,0.99999,0.00063,0.00315,-0.00085,-0.14279,-0.16571,-0.09165,
22009000000,-0.98436,-1.18328,-0.77391,0.99999,0.00063,0.00315,-0.00085,-0.14417,-0.16696,-0.09215,
22108000000,-1.13454,-1.35527,-0.86789,0.99999,0.00064,0.00311,-0.00089,-0.15830,-0.17945,-0.09713,
22208000000,-1.28204,-1.52081,-0.95673,0.99999,0.00065,0.00307,-0.00093,-0.17168,-0.19088,-0.10162,
22308000000,-1.42328,-1.67646,-1.03900,0.99999,0.00066,0.00304,-0.00096,-0.18408,-0.20117,-0.10561,
22409000000,-1.55493,-1.81923,-1.11350,0.99999,0.00067,0.00301,-0.00098,-0.19531,-0.21027,-0.10909,
22508000000,-1.67368,-1.94625,-1.17907,0.99999,0.00068,0.00299,-0.00101,-0.20521,-0.21813,-0.11207,
22609000000,-1.77715,-2.05564,-1.23505,0.99999,0.00068,0.00297,-0.00103,-0.21366,-0.22473,-0.11455,
22708000000,-1.86246,-2.14500,-1.28045,0.99999,0.00069,0.00296,-0.00104,-0.22052,-0.23002,-0.11653,
22808000000,-1.92806,-2.21321,-1.31493,0.99999,0.00069,0.00294,-0.00105,-0.22573,-0.23400,-0.11800,
22908000000,-1.97219,-2.25886,-1.33792,0.99999,0.00069,0.00294,-0.00106,-0.22920,-0.23663,-0.11898,
23008000000,-1.99520,-2.28259,-1.34984,0.99999,0.00069,0.00293,-0.00106,-0.23100,-0.23799,-0.11948,
23108000000,-2.23392,-2.52593,-1.47109,0.99999,0.00070,0.00289,-0.00110,-0.24933,-0.25163,-0.12448,
23208000000,-2.46449,-2.75645,-1.58438,1.00000,0.00071,0.00286,-0.00114,-0.26647,-0.26408,-0.12897,
23308000000,-2.68231,-2.97057,-1.68837,1.00000,0.00072,0.00283,-0.00117,-0.28221,-0.27527,-0.13297,
23409000000,-2.88307,-3.16504,-1.78187,1.00000,0.00073,0.00280,-0.00119,-0.29636,-0.28516,-0.13646,
23508000000,-3.06249,-3.33667,-1.86367,1.00000,0.00074,0.00278,-0.00122,-0.30875,-0.29369,-0.13944,
23608000000,-3.21761,-3.48352,-1.93317,1.00000,0.00074,0.00276,-0.00123,-0.31928,-0.30085,-0.14193,
23708000000,-3.34509,-3.60319,-1.98948,1.00000,0.00075,0.00274,-0.00125,-0.32781,-0.30660,-0.14392,
23809000000,-3.44241,-3.69396,-2.03201,1.00000,0.00075,0.00273,-0.00126,-0.33426,-0.31091,-0.14540,
23908000000,-3.50734,-3.75424,-2.06017,1.00000,0.00075,0.00272,-0.00127,-0.33853,-0.31375,-0.14637,
24008000000,-3.54130,-3.78569,-2.07483,1.00000,0.00075,0.00272,-0.00127,-0.34075,-0.31522,-0.14687,
24108000000,-3.89119,-4.10636,-2.22331,1.00000,0.00076,0.00268,-0.00131,-0.36326,-0.32999,-0.15188,
24209000000,-4.22529,-4.40739,-2.36110,1.00000,0.00077,0.00264,-0.00134,-0.38416,-0.34345,-0.15638,
24308000000,-4.53748,-4.68453,-2.48670,1.00000,0.00078,0.00261,-0.00137,-0.40321,-0.35553,-0.16038,
24408000000,-4.82323,-4.93497,-2.59922,1.00000,0.00079,0.00259,-0.00140,-0.42029,-0.36620,-0.16388,
24508000000,-5.07731,-5.15523,-2.69745,1.00000,0.00080,0.00256,-0.00142,-0.43520,-0.37542,-0.16688,
24608000000,-5.29541,-5.34260,-2.78051,1.00000,0.00080,0.00254,-0.00144,-0.44780,-0.38314,-0.16937,
24708000000,-5.47386,-5.49478,-2.84763,1.00000,0.00080,0.00253,-0.00146,-0.45799,-0.38934,-0.17136,
24808000000,-5.60964,-5.60993,-2.89823,1.00000,0.00081,0.00252,-0.00147,-0.46568,-0.39398,-0.17284,
24908000000,-5.70047,-5.68666,-2.93185,1.00000,0.00081,0.00251,-0.00148,-0.47078,-0.39706,-0.17382,
25008000000,-5.74768,-5.72644,-2.94926,1.00000,0.00081,0.00250,-0.00148,-0.47343,-0.39864,-0.17433,
25108000000,-6.23204,-6.13101,-3.12522,1.00000,0.00082,0.00246,-0.00152,-0.50015,-0.41455,-0.17935,
25208000000,-6.69072,-6.50852,-3.28776,1.00000,0.00083,0.00243,-0.00155,-0.52484,-0.42904,-0.18387,
25308000000,-7.11689,-6.85478,-3.43554,1.00000,0.00084,0.00240,-0.00158,-0.54729,-0.44205,-0.18789,
25409000000,-7.50421,-7.16599,-3.56734,1.00000,0.00085,0.00237,-0.00161,-0.56731,-0.45353,-0.19141,
25508000000,-7.84637,-7.43833,-3.68193,1.00000,0.00085,0.00235,-0.00163,-0.58473,-0.46342,-0.19441,
25609000000,-8.13945,-7.66978,-3.77878,1.00000,0.00086,0.00233,-0.00165,-0.59944,-0.47172,-0.19691,
25709000000,-8.37796,-7.85694,-3.85676,1.00000,0.00086,0.00231,-0.00167,-0.61129,-0.47836,-0.19891,
25809000000,-8.55899,-7.99831,-3.91546,1.00000,0.00087,0.00230,-0.00168,-0.62022,-0.48334,-0.20040,
25908000000,-8.67989,-8.09240,-3.95443,1.00000,0.00087,0.00229,-0.00168,-0.62614,-0.48663,-0.20138,
26009000000,-8.74329,-8.14164,-3.97479,1.00000,0.00087,0.00229,-0.00169,-0.62923,-0.48835,-0.20189,
26108000000,-9.38409,-8.63552,-4.17797,1.00000,0.00088,0.00225,-0.00173,-0.66012,-0.50537,-0.20692,
26208000000,-9.98764,-9.09476,-4.36520,1.00000,0.00089,0.00221,-0.00176,-0.68858,-0.52087,-0.21146,
26308000000,-10.54531,-9.51438,-4.53491,1.00000,0.00090,0.00218,-0.00179,-0.71438,-0.53478,-0.21549,
26408000000,-11.04978,-9.89032,-4.68590,1.00000,0.00091,0.00216,-0.00182,-0.73733,-0.54705,-0.21901,
26509000000,-11.49443,-10.21896,-4.81711,1.00000,0.00091,0.00213,-0.00184,-0.75728,-0.55763,-0.22203,
26608000000,-11.87267,-10.49661,-4.92742,1.00000,0.00092,0.00211,-0.00186,-0.77405,-0.56647,-0.22454,
26708000000,-12.18109,-10.72177,-5.01650,1.00000,0.00092,0.00210,-0.00187,-0.78760,-0.57357,-0.22654,
26808000000,-12.41494,-10.89176,-5.08356,1.00000,0.00093,0.00209,-0.00189,-0.79779,-0.57890,-0.22804,
26908000000,-12.57117,-11.00499,-5.12812,1.00000,0.00093,0.00208,-0.00189,-0.80457,-0.58243,-0.22903,
